Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Conclave Cavalier,Guilds of Ravnica,161,,,,,,,,,,$0.00
1,0,Conclave Tribunal,Guilds of Ravnica,6,,,,,,,,,,$0.00
1,0,Contortionist Troupe,Innistrad: Midnight Hunt,178,,,,,,,,,,$0.00
1,0,Corpse Cobble,Innistrad: Midnight Hunt,214,,,,,,,,,,$0.00
1,0,Courier Griffin,Battle for Zendikar,21,,,,,,,,,,$0.00
6,6,Cultivator Drone,Oath of the Gatewatch,42,,,,,,,,,,$0.00
1,0,Dauthi Horror,Commander Legends: Battle for Baldur's Gate,748,,,,,,,,,,$0.00
2,1,Deathbloom Thallid,Dominaria,84,,,,,,,,,,$0.00
2,2,Deathless Knight,Throne of Eldraine,208,,,,,,,,,,$0.00
1,1,Defiant Strike,War of the Spark,9,,,,,,,,,,$0.00
1,1,Deranged Assistant,Ultimate Masters,49,,,,,,,,,,$0.00
1,1,Devout Decree,Core Set 2020,13,,,,,,,,,,$0.00
1,1,Dimir Spybug,Guilds of Ravnica,166,,,,,,,,,,$0.00
4,4,Dirgur Nemesis,Dragons of Tarkir,51,,,,,,,,,,$0.00
1,1,Disfigure,Masters 25,87,,,,,,,,,,$0.00
1,1,Disfigure,Core Set 2020,95,,,,,,,,,,$0.00
1,0,Dread Linnorm // Scale Deflection,Commander Legends: Battle for Baldur's Gate,225,,,,,,,,,,$0.00
1,1,Dreadmalkin,War of the Spark,87,,,,,,,,,,$0.00
1,0,Dueling Rapier,Adventures in the Forgotten Realms,140,,,,,,,,,,$0.00
1,0,Dungeoneer's Pack,Commander Legends: Battle for Baldur's Gate,312,,,,,,,,,,$0.00
1,0,Eccentric Apprentice,Adventures in the Forgotten Realms,57,,,,,,,,,,$0.00
3,3,Elusive Spellfist,Dragons of Tarkir,53,,,,,,,,,,$0.00
1,1,Embraal Gear-Smasher,Aether Revolt,79,,,,,,,,,,$0.00
1,1,Eternal Isolation,Core Set 2020,15,,,,,,,,,,$0.00
1,0,Extract from Darkness,Commander Legends: Battle for Baldur's Gate,844,,,,,,,,,,$0.00
1,1,Faerie Duelist,Ravnica Allegiance,39,,,,,,,,,,$0.00
11,5,Faerie Vandal,Throne of Eldraine,45,,,,,,,,,,$0.00
1,1,Feral Maaka,Ravnica Allegiance,100,,,,,,,,,,$0.00
3,3,Field Creeper,Core Set 2019,234,,,,,,,,,,$0.00
1,0,Fifty Feet of Rope,Adventures in the Forgotten Realms,244,,,,,,,,,,$0.00
1,0,Floriferous Vinewall,Dominaria United,163,,,,,,,,,,$0.00
1,0,Fly,Adventures in the Forgotten Realms,59,,,,,,,,,,$0.00
2,2,Frilled Sea Serpent,Core Set 2019,56,,,,,,,,,,$0.00
1,1,Gallant Cavalry,Core Set 2019,12,,,,,,,,,,$0.00
4,4,Giant's Skewer,Throne of Eldraine,91,,,,,,,,,,$0.00
1,0,Gibbering Barricade,Dominaria United,95,,,,,,,,,,$0.00
1,1,Gideon's Reproach,Battle for Zendikar,30,,,,,,,,,,$0.00
2,2,Gideon's Sacrifice,War of the Spark,14,,,,,,,,,,$0.00
2,2,Gift of Paradise,Core Set 2020,173,,,,,,,,,,$0.00
2,2,Glimpse of Freedom,Theros Beyond Death,50,,,,,,,,,,$0.00
1,1,Goblin Banneret,Guilds of Ravnica,102,,,,,,,,,,$0.00
1,0,Goblin Wizardry,Core Set 2021,148,,,,,,,,,,$0.00
1,1,Golgari Locket,Guilds of Ravnica,237,,,,,,,,,,$0.00
1,1,Granitic Titan,Hour of Devastation,95,,,,,,,,,,$0.00
3,0,Grasp of Darkness,Core Set 2021,102,,,,,,,,,,$0.00
1,1,Gravedigger,Magic 2015 Core Set,99,,,,,,,,,,$0.00
1,1,Gravedigger,Amonkhet,93,,,,,,,,,,$0.00
1,1,Gravedigger,Core Set 2020,103,,,,,,,,,,$0.00
1,1,Greater Sandwurm,Amonkhet,168,,,,,,,,,,$0.00
1,1,Grisly Survivor,Hour of Devastation,64,,,,,,,,,,$0.00
3,3,Gruul Locket,Ravnica Allegiance,234,,,,,,,,,,$0.00
4,0,Gust of Wind,Ikoria: Lair of Behemoths,54,,,,,,,,,,$0.00
1,1,Hackrobat,Ravnica Allegiance,181,,,,,,,,,,$0.00
2,0,Haunting Figment,Dominaria United,53,,,,,,,,,,$0.00
1,1,Herald of the Sun,Core Set 2020,23,,,,,,,,,,$0.00
1,0,Hezrou // Demonic Stench,Commander Legends: Battle for Baldur's Gate,131,,,foil,,,,,,,$0.00
4,4,Hieroglyphic Illumination,Amonkhet,57,,,,,,,,,,$0.00
1,1,Highspire Infusion,Aether Revolt,111,,,,,,,,,,$0.00
1,1,Honor the God-Pharaoh,War of the Spark,132,,,,,,,,,,$0.00
1,1,House Guildmage,Guilds of Ravnica,177,,,,,,,,,,$0.00
4,4,Ice Over,Aether Revolt,35,,,,,,,,,,$0.00
3,3,Imperious Oligarch,Ravnica Allegiance,184,,,,,,,,,,$0.00
2,2,Inspired Charge,Magic 2015 Core Set,272,,,,,,,,,,$0.00
2,2,Invade the City,War of the Spark,201,,,,,,,,,,$0.00
1,1,Ironroot Warlord,Core Set 2020,209,,,,,,,,,,$0.00
1,1,Justiciar's Portal,Ravnica Allegiance,13,,,,,,,,,,$0.00
1,0,Kappa Tech-Wrecker,Kamigawa: Neon Dynasty,198,,,,,,,,,,$0.00
2,2,Kasmina's Transmutation,War of the Spark,57,,,,,,,,,,$0.00
1,1,Kazandu Nectarpot,Zendikar Rising,190,,,,,,,,,,$0.00
1,1,Klothys's Design,Theros Beyond Death,176,,,,,,,,,,$0.00
1,1,Lawmage's Binding,Ravnica Allegiance,190,,,,,,,,,,$0.00
2,2,Leafkin Druid,Core Set 2020,178,,,,,,,,,,$0.00
5,5,Loam Larva,Oath of the Gatewatch,135,,,,,,,,,,$0.00
2,2,Mad Ratter,Throne of Eldraine,130,,,,,,,,,,$0.00
1,0,Magic Word,"",,Near Mint,English,,,,,,,,$0.00
1,1,Magmatic Sinkhole,Modern Horizons,135,,,,,,,,,,$0.00
2,2,Medomai's Prophecy,Theros Beyond Death,53,,,,,,,,,,$0.00
1,0,Merciless Eternal,Hour of Devastation,71,,,,,,,,,,$0.00
2,0,Meria's Outrider,Dominaria United,138,,,,,,,,,,$0.00
1,0,Mesa Cavalier,Dominaria United,26,,,,,,,,,,$0.00
1,1,Moaning Wall,Hour of Devastation,72,,,,,,,,,,$0.00
2,0,Molten Monstrosity,Dominaria United,139,,,,,,,,,,$0.00
2,2,Monastery Loremaster,Dragons of Tarkir,63,,,,,,,,,,$0.00
3,3,Moodmark Painter,Guilds of Ravnica,78,,,,,,,,,,$0.00
1,0,Mukotai Soulripper,Kamigawa: Neon Dynasty,113,,,,,,,,,,$0.00
3,3,Mysterious Pathlighter,Throne of Eldraine,22,,,,,,,,,,$0.00
1,1,Naiad of Hidden Coves,Theros Beyond Death,56,,,,,,,,,,$0.00
1,1,Naturalize,Core Set 2019,190,,,,,,,,,,$0.00
2,0,Nessian Hornbeetle,Jumpstart,413,,,,,,,,,,$0.00
1,0,Network Disruptor,Kamigawa: Neon Dynasty,71,,,,,,,,,,$0.00
1,1,New Horizons,War of the Spark,168,,,,,,,,,,$0.00
1,1,Nightshade Assassin,Commander 2019,123,,,,,,,,,,$0.00
2,2,Oakhame Ranger // Bring Back,Throne of Eldraine,212,,,,,,,,,,$0.00
1,0,Obscura Ascendancy,Streets of New Capenna,207,,,,,,,,,,$0.00
1,1,Ogre Siegebreaker,Core Set 2020,215,,,,,,,,,,$0.00
2,2,Oko's Hospitality,Throne of Eldraine,312,,,,,,,,,,$0.00
1,0,Old Guard,"",,Near Mint,English,,,,,,,,$0.00
1,1,Powerstone Shard,Dominaria,227,,,,,,,,,,$0.00
2,2,Prey Upon,Aether Revolt,120,,,,,,,,,,$0.00
1,1,Prison Realm,War of the Spark,26,,,,,,,,,,$0.00
1,1,Prizefighter Construct,Aether Revolt,172,,,,,,,,,,$0.00
1,1,Queen's Agent,Ixalan,114,,,,,,,,,,$0.00
1,0,Raiders' Karve,Kamigawa: Neon Dynasty Commander,156,,,,,,,,,,$0.00
1,1,Rakdos Firewheeler,Ravnica Allegiance,197,,,,,,,,,,$0.00
1,1,Rakdos Guildgate,Ravnica Allegiance,255,,,,,,,,,,$0.00
2,2,Renegade's Getaway,Aether Revolt,69,,,,,,,,,,$0.00
3,3,Resolute Rider,Throne of Eldraine,214,,,,,,,,,,$0.00
1,1,Revoke Existence,Theros Beyond Death,34,,,,,,,,,,$0.00
2,2,Rise to Glory,Theros Beyond Death,225,,,,,,,,,,$0.00
1,1,Rosemane Centaur,Guilds of Ravnica,197,,,,,,,,,,$0.00
1,0,Rotten Reunion,Innistrad: Midnight Hunt,119,,,,,,,,,,$0.00
3,3,Rustwing Falcon,Core Set 2019,36,,,,,,,,,,$0.00
1,1,Sage of Mysteries,Theros Beyond Death,62,,,,,,,,,,$0.00
2,2,Samut's Sprint,War of the Spark,142,,,,,,,,,,$0.00
3,3,Scorch Spitter,Core Set 2020,159,,,,,,,,,,$0.00
11,11,Scorching Dragonfire,Throne of Eldraine,139,,,,,,,,,,$0.00
2,0,Scorching Dragonfire,Core Set 2021,158,,,,,,,,,,$0.00
1,1,Scribe of the Mindful,Amonkhet,68,,,,,,,,,,$0.00
1,0,Search Party Captain,Innistrad: Midnight Hunt,32,,,,,,,,,,$0.00
1,1,Self-Assembler,Masters 25,231,,,,,,,,,,$0.00
2,2,Senate Guildmage,Ravnica Allegiance,204,,,,,,,,,,$0.00
2,2,Setessan Training,Theros Beyond Death,201,,,,,,,,,,$0.00
1,1,Sharktocrab,Ravnica Allegiance,206,,,,,,,,,,$0.00
1,1,Shimmerwing Chimera,Theros Beyond Death,64,,,,,,,,,,$0.00
1,1,Shipwreck Moray,Aether Revolt,45,,,,,,,,,,$0.00
1,1,Shoal Kraken,Theros Beyond Death,65,,,,,,,,,,$0.00
4,4,Shock,Core Set 2019,156,,,,,,,,,,$0.00
2,0,Silvanus's Invoker,Commander Legends: Battle for Baldur's Gate,254,,,,,,,,,,$0.00
2,2,Simic Locket,Ravnica Allegiance,240,,,,,,,,,,$0.00
1,1,Skatewing Spy,Ravnica Allegiance,52,,,,,,,,,,$0.00
1,1,Skeleton Archer,Core Set 2019,118,,,,,,,,,,$0.00
2,2,Skilled Animator,Core Set 2019,73,,,,,,,,,,$0.00
1,1,Skyclave Plunder,Zendikar Rising,81,,,,,,,,,,$0.00
1,0,Skyscanner,Core Set 2021,238,,,,,,,,,,$0.00
4,2,Slaying Fire,Throne of Eldraine,143,,,,,,,,,,$0.00
1,1,Smite the Monstrous,Battle for Zendikar,49,,,,,,,,,,$0.00
5,5,Snapping Drake,Core Set 2019,75,,,,,,,,,,$0.00
4,4,Sorcerer's Broom,Throne of Eldraine,232,,,,,,,,,,$0.00
1,0,Soul Sear,Core Set 2021,160,,,,,,,,,,$0.00
1,1,Spidery Grasp,Amonkhet,188,,,,,,,,,,$0.00
4,4,Splendid Agony,Amonkhet,109,,,,,,,,,,$0.00
2,2,Stealth Mission,War of the Spark,70,,,,,,,,,,$0.00
1,1,Stone Quarry,Commander 2019,276,,,,,,,,,,$0.00
1,1,Stony Strength,Ravnica Allegiance,143,,,,,,,,,,$0.00
1,1,Sunset Pyramid,Hour of Devastation,166,,,,,,,,,,$0.00
1,0,Swamp,Commander Legends: Battle for Baldur's Gate,459,,,,,,,,,,$0.00
1,1,Swathcutter Giant,Guilds of Ravnica,202,,,,,,,,,,$0.00
1,1,Swiftwater Cliffs,Eternal Masters,245,,,,,,,,,,$0.00
1,1,Swiftwater Cliffs,Fate Reforged,172,,,,,,,,,,$0.00
2,2,Tah-Crop Skirmisher,Amonkhet,72,,,,,,,,,,$0.00
2,2,Taigam's Strike,Dragons of Tarkir,81,,,,,,,,,,$0.00
1,0,Tempered in Solitude,Kamigawa: Neon Dynasty,165,,,,,,,,,,$0.00
2,2,Thicket Crasher,Core Set 2020,196,,,,,,,,,,$0.00
3,3,Thirst for Meaning,Theros Beyond Death,74,,,,,,,,,,$0.00
1,0,Thrashing Brontodon,Core Set 2021,209,,,,,,,,,,$0.00
1,0,Time Out,"",,Near Mint,English,,,,,,,,$0.00
2,0,Track Down,Core Set 2021,211,,,,,,,,,,$0.00
2,2,Traveler's Amulet,Hour of Devastation,167,,,,,,,,,,$0.00
2,2,Turn into a Pumpkin,Throne of Eldraine,69,,,,,,,,,,$0.00
1,0,Unruly Mob,Innistrad,39,,,,,,,,,,$0.00
1,1,Urban Utopia,Guilds of Ravnica,146,,,,,,,,,,$0.00
1,1,Volcanic Dragon,Core Set 2019,167,,,,,,,,,,$0.00
2,0,Wall of Runes,Core Set 2021,85,,,,,,,,,,$0.00
1,1,Wanderer's Strike,War of the Spark,38,,,,,,,,,,$0.00
4,4,Wandermare,Throne of Eldraine,204,,,,,,,,,,$0.00
3,3,Warden of Evos Isle,Core Set 2020,79,,,,,,,,,,$0.00
1,0,Warden of the Woods,Core Set 2021,213,,,,,,,,,,$0.00
2,2,Watchful Giant,Ravnica Allegiance,30,,,,,,,,,,$0.00
2,2,Watertrap Weaver,Ixalan,87,,,,,,,,,,$0.00
1,0,Whirler Rogue,Kamigawa: Neon Dynasty Commander,101,,,,,,,,,,$0.00
2,2,Whirlwind Denial,Theros Beyond Death,81,,,,,,,,,,$0.00
1,1,Whispering Snitch,Guilds of Ravnica,90,,,,,,,,,,$0.00
1,0,Wild Crocodile,"",,Near Mint,English,,,,,,,,$0.00
1,1,Windstorm Drake,Ravnica Allegiance,60,,,,,,,,,,$0.00
1,1,Woodland Champion,Core Set 2020,205,,,,,,,,,,$0.00
1,1,Woodweaver's Puzzleknot,Kaladesh,240,,,,,,,,,,$0.00
1,1,Worldsoul Colossus,Guilds of Ravnica,215,,,,,,,,,,$0.00
1,0,Wyrm's Crossing Patrol,Commander Legends: Battle for Baldur's Gate,51,,,,,,,,,,$0.00
1,1,Yavimaya Sapherd,Dominaria,189,,,,,,,,,,$0.00
1,1,Zephyr Charge,Core Set 2020,82,,,,,,,,,,$0.00
1,0,Acolyte of Bahamut,Commander Legends: Battle for Baldur's Gate,212,,,,,,,,,,$0.00
3,0,Aether Chaser,Aether Revolt,76,,,,,,,,,,$0.00
4,0,Aether Herder,Aether Revolt,102,,,,,,,,,,$0.00
1,0,Aether Swooper,Aether Revolt,26,,,,,,,,,,$0.00
1,0,Alpine Watchdog,Core Set 2021,2,,,,,,,,,,$0.00
1,0,Anticipate,Core Set 2020,45,,,,,,,,,,$0.00
2,0,Archon of Falling Stars,Theros Beyond Death,2,,,,,,,,,,$0.00
2,1,Aven Eternal,War of the Spark,42,,,,,,,,,,$0.00
2,0,Aven Wind Mage,Core Set 2019,45,,,,,,,,,,$0.00
1,0,Battlefield Promotion,War of the Spark,5,,,,,,,,,,$0.00
5,4,Beloved Princess,Throne of Eldraine,7,,,,,,,,,,$0.00
1,0,Bitterblade Warrior,Amonkhet,157,,,,,,,,,,$0.00
1,0,Blade Juggler,Ravnica Allegiance,63,,,,,,,,,,$0.00
2,0,Blazing Volley,Amonkhet,119,,,,,,,,,,$0.00
1,0,Bleeding Edge,War of the Spark,78,,,,,,,,,,$0.00
1,1,Bond of Passion,War of the Spark,116,,,,,,,,,,$0.00
1,0,Boros Challenger,Guilds of Ravnica,156,,,,,,,,,,$0.00
1,0,Botanical Plaza,Streets of New Capenna,247,,,,,,,,,,$0.00
1,0,Brute Suit,Kamigawa: Neon Dynasty,241,,,foil,,,,,,,$0.00
1,0,Bushmeat Poacher,Ikoria: Lair of Behemoths,77,,,,,,,,,,$0.00
2,0,Caged Zombie,Core Set 2021,91,,,,,,,,,,$0.00
1,1,Cauldron's Gift,Throne of Eldraine,83,,,,,,,,,,$0.00
1,1,Centaur Nurturer,War of the Spark,156,,,foil,,,,,,,$0.00
2,0,Chandra's Magmutt,Core Set 2021,137,,,,,,,,,,$0.00
1,0,Chandra's Revolution,Aether Revolt,77,,,,,,,,,,$0.00
2,0,Clockwork Drawbridge,Dominaria United,13,,,,,,,,,,$0.00
1,0,Colossal Dreadmaw,Rivals of Ixalan,125,,,,,,,,,,$0.00
7,3,Corridor Monitor,Throne of Eldraine,41,,,,,,,,,,$0.00
1,0,Court Hussar,Masters 25,51,Near Mint,English,,,,,,,,$0.00
1,1,Cruel Finality,Aether Revolt,54,,,,,,,,,,$0.00
1,1,Daggerback Basilisk,Core Set 2019,174,,,,,,,,,,$0.00
2,2,Dimir Guildgate,Guilds of Ravnica,246,,,,,,,,,,$0.00
1,1,Djeru's Renunciation,Hour of Devastation,11,,,,,,,,,,$0.00
1,1,Dreadhorde Twins,War of the Spark,126,,,,,,,,,,$0.00
1,1,Duress,Core Set 2020,97,,,,,,,,,,$0.00
1,0,Duress,Core Set 2021,96,,,,,,,,,,$0.00
5,5,Dwarven Priest,Core Set 2019,11,,,,,,,,,,$0.00
1,0,Eliminate,Core Set 2021,97,,,,,,,,,,$0.00
5,4,Essence Scatter,Amonkhet,52,,,,,,,,,,$0.00
1,1,Essence Scatter,Core Set 2019,54,,,,,,,,,,$0.00
4,4,Eye Collector,Throne of Eldraine,86,,,,,,,,,,$0.00
2,2,Faerie Guidemother // Gift of the Fae,Throne of Eldraine,11,,,,,,,,,,$0.00
1,1,Fervent Denial,Commander 2019,86,,,,,,,,,,$0.00
4,4,Fling,Throne of Eldraine,126,,,,,,,,,,$0.00
1,0,Flowstone Kavu,Dominaria United,125,,,,,,,,,,$0.00
2,2,Gearsmith Prodigy,Core Set 2019,57,,,,,,,,,,$0.00
4,4,Giant Growth,War of the Spark,162,,,,,,,,,,$0.00
1,0,Goblin Arsonist,Core Set 2021,147,,,,,,,,,,$0.00
1,0,Goldhound,Streets of New Capenna,108,,,,,,,,,,$0.00
1,1,Gravitic Punch,Guilds of Ravnica,105,,,,,,,,,,$0.00
4,4,Gravity Negator,Oath of the Gatewatch,45,,,,,,,,,,$0.00
2,0,Griffin Protector,Dominaria United,18,,,,,,,,,,$0.00
1,0,Grim Wanderer,Adventures in the Forgotten Realms,107,,,,,,,,,,$0.00
3,3,Healer of the Glade,Core Set 2020,176,,,,,,,,,,$0.00
4,0,Heartfire Immolator,Core Set 2021,150,,,,,,,,,,$0.00
1,0,"Heiko Yamazaki, the General",Kamigawa: Neon Dynasty,321,,Japanese,,,,,,,,$0.00
1,1,Hijack,Ixalan,148,,,,,,,,,,$0.00
1,0,Hobbling Zombie,Innistrad: Midnight Hunt,106,,,,,,,,,,$0.00
5,5,Infuriate,Core Set 2020,145,,,,,,,,,,$0.00
2,2,Inspired Charge,Core Set 2019,15,,,,,,,,,,$0.00
2,2,Jace's Triumph,War of the Spark,55,,,,,,,,,,$0.00
2,2,Joust,Throne of Eldraine,129,,,,,,,,,,$0.00
1,0,Juniper Order Rootweaver,Dominaria United,22,,,,,,,,,,$0.00
1,0,Keldon Strike Team,Dominaria United,136,,,,,,,,,,$0.00
3,3,Kiora's Dambreaker,War of the Spark,58,,,,,,,,,,$0.00
1,1,Knight of the Skyward Eye,Masters 25,19,,,,,,,,,,$0.00
1,1,Kraul Swarm,Guilds of Ravnica,73,,,,,,,,,,$0.00
2,2,Kujar Seedsculptor,Duel Decks: Elves vs. Inventors,15,,,,,,,,,,$0.00
1,0,Life Goes On,Core Set 2021,192,,,,,,,,,,$0.00
1,1,Lightning Stormkin,Core Set 2020,213,,,,,,,,,,$0.00
1,0,Lurking Green Dragon,Commander Legends: Battle for Baldur's Gate,239,,,,,,,,,,$0.00
1,0,Maestros Charm,Streets of New Capenna,199,,,,,,,,,,$0.00
1,1,Malevolent Whispers,Commander 2019,150,,,,,,,,,,$0.00
2,2,Maximize Velocity,Guilds of Ravnica,111,,,,,,,,,,$0.00
2,2,Memory Drain,Theros Beyond Death,54,,,,,,,,,,$0.00
1,0,Mer Man,"",,Near Mint,English,,,,,,,,$0.00
6,6,Merfolk Secretkeeper // Venture Deeper,Throne of Eldraine,53,,,,,,,,,,$0.00
2,0,Mirrorshell Crab,Kamigawa: Neon Dynasty,63,,,,,,,,,,$0.00
1,0,Mummy Paramount,Hour of Devastation,16,,,,,,,,,,$0.00
1,1,Naga Oracle,Amonkhet,62,,,,,,,,,,$0.00
2,2,Natural End,Core Set 2020,183,,,,,,,,,,$0.00
1,0,Nessian Hornbeetle,Theros Beyond Death,182,,,,,,,,,,$0.00
2,2,Nest Robber,Ixalan,152,,,,,,,,,,$0.00
1,1,Oashra Cultivator,Amonkhet,177,,,,,,,,,,$0.00
2,0,Obscura Charm,Streets of New Capenna,208,,,,,,,,,,$0.00
1,1,Ondu Greathorn,Battle for Zendikar,40,,,,,,,,,,$0.00
1,0,Open Fire,Hour of Devastation,105,,,,,,,,,,$0.00
3,3,Outmuscle,Throne of Eldraine,170,,,,,,,,,,$0.00
2,2,Overcome,Hour of Devastation,125,,,,,,,,,,$0.00
3,3,Pacifism,Core Set 2020,32,,,,,,,,,,$0.00
1,1,Pattern Matcher,Core Set 2020,234,,,,,,,,,,$0.00
1,1,Pendulum of Patterns,Aether Revolt,192,,,,,,,,,,$0.00
1,1,Pheres-Band Brawler,Theros Beyond Death,193,,,,,,,,,,$0.00
1,1,Pondering Mage,Modern Horizons,63,,,,,,,,,,$0.00
1,0,Portcullis Vine,Guilds of Ravnica,142,,,,,,,,,,$0.00
1,1,Rampart Smasher,Throne of Eldraine,213,,,,,,,,,,$0.00
1,1,Reckless Imp,Dragons of Tarkir,115,,,,,,,,,,$0.00
3,3,Rescuer Sphinx,War of the Spark,65,,,,,,,,,,$0.00
1,1,Reservoir Walker,Aether Revolt,174,,,,,,,,,,$0.00
1,0,Resolute Survivors,Hour of Devastation,142,,,,,,,,,,$0.00
3,3,Revitalize,Core Set 2019,35,,,,,,,,,,$0.00
1,1,Sage's Row Denizen,Core Set 2020,73,,,,,,,,,,$0.00
1,1,Salvage Drone,Battle for Zendikar,65,,,,,,,,,,$0.00
1,1,Scuttlegator,Ravnica Allegiance,218,,,,,,,,,,$0.00
1,1,Shed Weakness,Amonkhet,185,,,,,,,,,,$0.00
6,6,Shock,Core Set 2020,160,,,,,,,,,,$0.00
4,0,Shock,Core Set 2021,159,,,,,,,,,,$0.00
2,2,Silverflame Ritual,Throne of Eldraine,30,,,,,,,,,,$0.00
1,1,Skola Grovedancer,Theros Beyond Death,202,,,,,,,,,,$0.00
1,0,Skullport Merchant,Commander Legends: Battle for Baldur's Gate,149,,,,,,,,,,$0.00
1,1,Sphinx of New Prahv,Ravnica Allegiance,208,,,,,,,,,,$0.00
2,0,Spined Megalodon,Core Set 2021,72,,,,,,,,,,$0.00
1,1,Steelclaw Lance,Throne of Eldraine,202,,,,,,,,,,$0.00
2,2,"Syr Faren, the Hengehammer",Throne of Eldraine,177,,,,,,,,,,$0.00
1,1,Talons of Wildwood,Core Set 2019,202,,,,,,,,,,$0.00
3,0,Tattered Apparition,Dominaria United,111,,,,,,,,,,$0.00
1,0,Taunting Kobold,Commander Legends: Battle for Baldur's Gate,199,,,,,,,,,,$0.00
2,2,Territorial Boar,Ravnica Allegiance,145,,,,,,,,,,$0.00
1,1,Thriving Rhino,Kaladesh,171,,,,,,,,,,$0.00
1,1,Tibalt's Rager,War of the Spark,147,,,,,,,,,,$0.00
3,1,Titanic Growth,Magic 2015 Core Set,203,,,,,,,,,,$0.00
11,11,Tome Raider,Throne of Eldraine,68,,,,,,,,,,$0.00
1,1,Umara Wizard // Umara Skyfalls,Zendikar Rising,86,,,,,,,,,,$0.00
1,1,Uncaged Fury,Core Set 2020,163,,,,,,,,,,$0.00
2,2,Underworld Charger,Theros Beyond Death,120,,,,,,,,,,$0.00
3,3,Unknown Shores,Oath of the Gatewatch,181,,,,,,,,,,$0.00
7,6,Unknown Shores,Theros Beyond Death,249,,,,,,,,,,$0.00
1,1,Urza's Rage,Modern Horizons,151,,,,,,,,,,$0.00
2,2,Vigorspore Wurm,Guilds of Ravnica,147,,,,,,,,,,$0.00
2,2,Vorstclaw,Core Set 2020,201,,,,,,,,,,$0.00
4,4,Walking Corpse,Core Set 2019,126,,,,,,,,,,$0.00
2,2,Wall of Mist,Core Set 2019,83,,,,,,,,,,$0.00
2,2,Wall of Vines,Core Set 2019,210,,,,,,,,,,$0.00
1,1,War Screecher,War of the Spark,39,,,,,,,,,,$0.00
1,1,Warbriar Blessing,Theros Beyond Death,204,,,,,,,,,,$0.00
1,1,Warteye Witch,Modern Horizons,115,,,,,,,,,,$0.00
1,1,Watcher in the Mist,Guilds of Ravnica,59,,,,,,,,,,$0.00
2,2,Whisper Agent,Guilds of Ravnica,220,,,,,,,,,,$0.00
2,2,Winged Shepherd,Amonkhet,39,,,,,,,,,,$0.00
1,1,Winter's Rest,Modern Horizons,78,,,,,,,,,,$0.00
2,0,Abstruse Interference,Oath of the Gatewatch,40,,,,,,,,,,$0.00
1,0,Aerial Assault,Core Set 2020,1,,,,,,,,,,$0.00
1,0,Aeromunculus,Ravnica Allegiance,152,,,,,,,,,,$0.00
4,0,Air Elemental,Ixalan,45,,,,,,,,,,$0.00
3,0,Almighty Brushwagg,Ikoria: Lair of Behemoths,143,,,,,,,,,,$0.00
1,0,Ancient Animus,Dominaria,154,,,,,,,,,,$0.00
4,0,Ancient Carp,Dragons of Tarkir,44,,,,,,,,,,$0.00
1,0,Azorius Guildgate,Ravnica Allegiance,244,,,,,,,,,,$0.00
1,0,Befuddle,Core Set 2020,47,,,,,,,,,,$0.00
2,0,Bitterbow Sharpshooters,Hour of Devastation,112,,,,,,,,,,$0.00
1,0,Blessed Hippogriff // Tyr's Blessing,Commander Legends: Battle for Baldur's Gate,11,,,,,,,,,,$0.00
2,0,Blisterspit Gremlin,Ikoria: Lair of Behemoths,108,,,,,,,,,,$0.00
1,1,Bogardan Dragonheart,Modern Horizons,120,,,,,,,,,,$0.00
1,1,Brazen Buccaneers,Ixalan,134,,,,,,,,,,$0.00
1,1,Bristling Boar,Core Set 2019,170,,,,,,,,,,$0.00
1,0,Brokers Charm,Streets of New Capenna,171,,,,,,,,,,$0.00
1,0,Brute Strength,Amonkhet,122,,,,,,,,,,$0.00
2,0,Catacomb Crocodile,Ravnica Allegiance,67,,,,,,,,,,$0.00
1,1,Cliffhaven Sell-Sword,Zendikar Rising,8,,,,,,,,,,$0.00
2,0,Cogworker's Puzzleknot,Kaladesh,201,,,,,,,,,,$0.00
1,0,Contract Killing,Ixalan,95,,,,,,,,,,$0.00
1,0,Convolute,Eldritch Moon,53,,,,,,,,,,$0.00
1,0,Covert Technician,Kamigawa: Neon Dynasty,49,,,,,,,,,,$0.00
1,1,Cursed Minotaur,Amonkhet,85,,,,,,,,,,$0.00
1,1,D'Avenant Trapper,Dominaria,11,,,,,,,,,,$0.00
2,2,Dead Revels,Ravnica Allegiance,71,,,,,,,,,,$0.00
1,1,Defiant Salvager,Aether Revolt,56,,,,,,,,,,$0.00
1,1,Devourer of Memory,Theros Beyond Death,213,,,,,,,,,,$0.00
2,2,Dimir Informant,Guilds of Ravnica,36,,,,,,,,,,$0.00
3,3,Dire Fleet Hoarder,Ixalan,102,,,,,,,,,,$0.00
5,5,Divination,Core Set 2019,51,,,,,,,,,,$0.00
1,1,Dual Shot,Ixalan,141,,,,,,,,,,$0.00
3,3,Dwindle,Core Set 2019,53,,,,,,,,,,$0.00
3,3,Ember Hauler,Core Set 2020,137,,,,,,,,,,$0.00
1,0,Enthralling Hold,Core Set 2021,49,,,,,,,,,,$0.00
1,0,Ettercap // Web Shot,Commander Legends: Battle for Baldur's Gate,231,,,,,,,,,,$0.00
1,1,Farm // Market,Commander 2019,192,,,,,,,,,,$0.00
3,3,Feral Abomination,Core Set 2020,101,,,,,,,,,,$0.00
